字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
资金流向日报：沪指涨0.72% 36.26亿资金净流入,http://stock.eastmoney.com/a/202302132634815921.html,2023-02-13 16:35:16 - ,创业板指上涨1.10%，沪深300指数上涨0.91%。可交易A股中，上涨的有3509只，占比69.12%，下跌的1346只。 资金面上，今日主力资金全天净流入36.26亿元。其中，创业板主力资金净流出8.43亿元；科创板主力资金净流出5760.96万元；沪深300成份股主力资金净流入57,沪深300,http://stock.eastmoney.com/a/202302132634815921.html,http://stock.eastmoney.com/a/202302132634815921.html,
中国银河给予通用设备推荐评级：钙钛矿产业化趋势加速 继续看好通用设备复苏+自主可控投资主线,http://finance.eastmoney.com/a/202302132634996031.html,2023-02-13 19:38:44 - ,中国银河02月13日发布研报称：给予通用设备推荐(维持)评级。 市场行情回顾：上周机械设备指数上涨1.47%，沪深300指数下跌0.85%，创业板指下跌1.35%。机械设备在全部28个行业中涨跌幅排名第5位。剔除负值后，机械行业估值水平33.2(整体法)。上周机械行业涨幅前三的板块分别是仪器仪表、机器人、3C及面板设备,沪深300,http://finance.eastmoney.com/a/202302132634996031.html,http://finance.eastmoney.com/a/202302132634996031.html,
目前量比排名前5的是这些个股,http://stock.eastmoney.com/a/202302132634748017.html,2023-02-13 14:33:57 - ,截至北京时间14:30，上证指数报3282.17点，涨0.66%，深证成指报12104.44点，涨1.07%，沪深300报4141.22点，涨0.85%，创业板指报2570.48点，涨0.99%（文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302132634748017.html,http://stock.eastmoney.com/a/202302132634748017.html,
沪指震荡涨0.33% 地产、汽车等板块拉升 人工智能概念活跃,http://finance.eastmoney.com/a/202302072629661145.html,2023-02-07 11:34:04 - ,钙钛矿、AIGC概念、人工智能概念等表现活跃；旅游餐饮、酿酒、医药等板块走弱。 对于近日市场走势，中金表示，A股市场自11月以来底部反弹已经持续3个月时间，沪深300等宽基指数的最大反弹幅度已超过20%。在此背景下我们认为当前需要重视几个维度的边际变化：1)市场关注点正在从注重政策变化边际转为注重基本面的实质修复,沪深300,http://finance.eastmoney.com/a/202302072629661145.html,http://finance.eastmoney.com/a/202302072629661145.html,
2月13日上证指数收盘上涨0.72%，创业板指上涨1.1%，北上资金当日净流入6.92亿元,http://stock.eastmoney.com/a/202302132634751194.html,2023-02-13 15:06:04 - ,报收12113.61点，成交额5821.32亿元；创业板指收盘上涨28.02点，涨幅为1.1%，报收2573.18点，成交额2254.44亿元；沪深300收盘上涨37.26点，涨幅为0.91%，报收4143.57点，成交额2519.9亿元。北上资金当日净流入6.92亿元。 涨幅前五的行业分别是工程机械4,沪深300,http://stock.eastmoney.com/a/202302132634751194.html,http://stock.eastmoney.com/a/202302132634751194.html,
主力资金净流入最多的是这5只个股,http://stock.eastmoney.com/a/202302132634743636.html,2023-02-13 13:33:42 - ,截至北京时间13:30，上证指数报3281.09点，涨0.63%，深证成指报12088.59点，涨0.93%，沪深300报4138.82点，涨0.79%，创业板指报2565.10点，涨0.78%（文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302132634743636.html,http://stock.eastmoney.com/a/202302132634743636.html,
助力投资者把握沪深核心资产新机遇 华夏中证100ETF联接基金2月13日起发行,http://finance.eastmoney.com/a/202302132636012317.html,2023-02-13 18:00:35 - ,中证指数有限公司于2022年6月13日正式对指数的编制方案进行了修订实施。通过这次修订，中证100指数呈现出三大特点。第一，更为宽泛的可选标的。中证100指数样本空间从原来的沪深300样本修改为与中证全指样本空间保持一致，有助于纳入更多具有行业代表的“核心资产”；第二，在样本股的选择上，中证100指数首次将ESG评级纳入考量,沪深300,http://finance.eastmoney.com/a/202302132636012317.html,http://finance.eastmoney.com/a/202302132636012317.html,
79.12%的ETF基金今日下跌 255只跌逾1%,http://fund.eastmoney.com/a/202302032627217456.html,2023-02-03 16:11:40 - ,全指软件ETF(515230)、华夏中证云计算与大数(516630)等，分别上涨2.55%、2.42%、2.19%。今日下跌的有576只，占比79.12%，跌幅超1%的有255只，跌幅居前的有兴业沪深300ETF(510370)、易方达中证香港证券投(513090)、嘉实中证海外中国互联(159607)等，分别下跌5.82%、2.37%、2,沪深300,http://fund.eastmoney.com/a/202302032627217456.html,http://fund.eastmoney.com/a/202302032627217456.html,
沪深300指数涨逾1%,http://stock.eastmoney.com/a/202301052605791323.html,2023-01-05 09:48:16 - ,每经AI快讯，沪深300指数涨逾1%，成分股方面，三七互娱涨逾7%，泸州老窖、五粮液、长春高新、芒果超媒等多股涨逾4%。（文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202301052605791323.html,http://stock.eastmoney.com/a/202301052605791323.html,沪深300
融资余额增加125亿元！上周杠杆资金抢筹股曝光,http://finance.eastmoney.com/a/202302132634724658.html,2023-02-13 14:46:18 - ,易方达中概互联网ETF为上周杠杆资金融资净买入最多的ETF基金，为1.7亿元。嘉实中概互联网ETF也被融资净买入1.5亿元。华泰柏瑞沪深300ETF被融资净买入1.04亿元。 计算机分布居首 从行业分布来看，上周杠杆资金融资净买入过亿的56只个股，分布于计算机最多，为9股。电力设备紧随其后,沪深300,http://finance.eastmoney.com/a/202302132634724658.html,http://finance.eastmoney.com/a/202302132634724658.html,
三季度A股成绩单来了！8只股票翻倍 超2900股跑赢沪深300指数 四季度怎么走？,http://finance.eastmoney.com/a/202210012523296137.html,2022-10-01 12:54:24 - ,A股市场震荡调整，市场成交量持续萎缩。9月30日收盘，两市成交额不足6000亿元，创阶段新低。三季度以来，沪深300指数累计下跌16.17%，但有2979只股票跑赢沪深300指数。 从市值来看，截至9月30日收盘，A股市值最高的公司依然是贵州茅台，最新市值为2.35万亿元。紧随其后的是工商银行与建设银行,沪深300,http://finance.eastmoney.com/a/202210012523296137.html,http://finance.eastmoney.com/a/202210012523296137.html,沪深300
三大指数携手走高 机械、消费全天强势！,http://stock.eastmoney.com/a/202302132634796964.html,2023-02-13 16:15:21 - ,接下来关注3300点附近的突破情况，毕竟这是前期资金反复争夺的位置。创业板指日线走出反包状态，而且收盘站上13日均线之上，明日注意这个位置能否得以守住。另外，上证50和沪深300也呈现看涨之势，大盘指数与小票指数形成共振。 应对策略及关注方向 操作策略上，今日市场指数呈现共振格局，盘面个股活跃性也比较高涨，之前文章就一直强调中期多头趋势并未改变,沪深300,http://stock.eastmoney.com/a/202302132634796964.html,http://stock.eastmoney.com/a/202302132634796964.html,
数据复盘｜主力加仓食品饮料、机械设备等行业 北向资金抢筹三一重工、宁德时代等,http://stock.eastmoney.com/a/202302132634941496.html,2023-02-13 18:11:38 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流入37.47亿元。其中，创业板主力资金净流出8.95亿元，沪深300成分股主力资金净流入61.96亿元，科创板主力资金净流入2.18亿元。 从行业板块来看，申万所属的31个一级行业，今日有15个行业板块主力资金呈现净流入,沪深300,http://stock.eastmoney.com/a/202302132634941496.html,http://stock.eastmoney.com/a/202302132634941496.html,
大反弹！九成私募首月快速回血 争议也来了 同一基金经理产品净值为何分化严重？,http://fund.eastmoney.com/a/202302142635098271.html,2023-02-14 00:05:06 - ,在海外资金持续流入、市场信心提振、经济复苏等多重因素的影响下，今年1月份A股强势归来，各大指数纷纷上涨。其中，上证指数录得5.39%的涨幅，沪深300更是大涨7.37%，走出了一轮“小阳春”行情。 汇聚诸多高手的私募基金，一扫去年的阴霾，开年净值强势反弹。私募排排网数据显示，15234只股票策略基金今年1月的平均收益为5,沪深300,http://fund.eastmoney.com/a/202302142635098271.html,http://fund.eastmoney.com/a/202302142635098271.html,
2月13日上证指数早盘上涨0.53% 创业板指上涨0.57%,http://stock.eastmoney.com/a/202302132634732468.html,2023-02-13 11:33:24 - ,报收12060.64点，成交额3606.74亿元；创业板指上涨14.45点，涨幅为0.57%，报收2559.61点，成交额1414.77亿元；沪深300上涨25.64点，涨幅为0.62%，报收4131.95点，成交额1519.49亿元。 涨幅前五的行业分别是工程机械4.54%、酿酒行业3,沪深300,http://stock.eastmoney.com/a/202302132634732468.html,http://stock.eastmoney.com/a/202302132634732468.html,
关于提示股指期货和股指期权合约交割相关事项的通知,http://www.eastmoneyfutures.com/a/202302132634522770.html,2023-02-13 10:00:04 - ,中金所发〔2023〕5号 各会员单位： 根据我所交易规则及其相关实施细则规定，沪深300股指期货、上证50股指期货、中证500股指期货、沪深300股指期权、中证1000股指期货、中证1000股指期权、上证50股指期权的最后交易日为合约到期月份的第三个星期五，最后交易日为国家法定假日或者因异常情况等原因未交易的,沪深300,http://www.eastmoneyfutures.com/a/202302132634522770.html,http://www.eastmoneyfutures.com/a/202302132634522770.html,
券商资管最新公募管理规模出炉：这4家券商高歌猛进 7人管理规模破百亿！,http://finance.eastmoney.com/a/202301252619849840.html,2023-01-25 08:38:26 - ,”姜永明说。 王延飞：加仓腾讯，对未来权益市场保持信心 由王延飞、张伟锋管理的东方红睿玺三年A在去年四季度净值增长了8.30%，跑赢沪深300指数及创业板指数。 从东方红睿玺三年A的持仓来看，王延飞、张伟锋加仓了超100万股腾讯控股，腾讯控股由第四大重仓股变为第二大重仓股。同时,沪深300,http://finance.eastmoney.com/a/202301252619849840.html,http://finance.eastmoney.com/a/202301252619849840.html,
44股主力资金净流入超亿元,http://stock.eastmoney.com/a/202302132634812454.html,2023-02-13 16:31:17 - ,沪指2月13日上涨0.72%，主力资金全天净流入36.26亿元。其中，创业板主力资金净流出8.43亿元，沪深300成份股主力资金净流入57.24亿元。 申万所属的一级行业中，今日涨幅居前的行业为美容护理、食品饮料，涨幅为4.21%、3.00%。跌幅居前的行业为银行、煤炭，跌幅为0,沪深300,http://stock.eastmoney.com/a/202302132634812454.html,http://stock.eastmoney.com/a/202302132634812454.html,
2月13日上证指数开盘下跌0.11% 创业板指上涨0.04%,http://stock.eastmoney.com/a/202302132634717567.html,2023-02-13 09:28:57 - ,上证指数开盘跌3.68点，跌幅为0.11%，报3256.99点；深证成指开盘下跌12.1点，跌幅为0.1%，报11964.75点；创业板指开盘上涨0.98点，涨幅为0.04%，报2546.14点；沪深300开盘下跌7.43点，跌幅为0.18%，报4098.88点。 （文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302132634717567.html,http://stock.eastmoney.com/a/202302132634717567.html,
每经操盘必知（下午版）丨创业板指涨超1% ChatGPT概念股午后再度走强,http://stock.eastmoney.com/a/202302132634788966.html,2023-02-13 16:01:45 - ,报收12113.61点，成交额5821.32亿元；创业板指收盘上涨28.02点，涨幅为1.1%，报收2573.18点，成交额2254.44亿元；沪深300收盘上涨37.26点，涨幅为0.91%，报收4143.57点，成交额2519.9亿元。 个股涨多跌少，两市超3300只个股上涨。沪深两市今日成交额9791亿,沪深300,http://stock.eastmoney.com/a/202302132634788966.html,http://stock.eastmoney.com/a/202302132634788966.html,
天赐良基日报第111期丨基金代销市场竞争激烈；饮食相关ETF集体大涨；明日关注3只新发基金,http://stock.eastmoney.com/a/202302132634765522.html,2023-02-13 15:35:07 - ,国信证券 四、明日重点关注新发基金 1.基金简称：财通资管臻享成长混合 基金类型：混合型-偏股 基金经理：陈李 业绩比较基准：沪深300指数收益率*75%+中债综合指数收益率*25% 基金经理过往业绩： 2.基金简称：申万菱信安泰永利利率债一年定开债发起式 基金类型：债券型,沪深300,http://stock.eastmoney.com/a/202302132634765522.html,http://stock.eastmoney.com/a/202302132634765522.html,
